2                  40          -1.7452417           2.8801175          0.91161938          0.91161938          0.70579695
2.05                  40           -1.708243           3.4435667          0.89337275          0.89337275           1.1180938
2.1                  40           -1.660811           4.0866796          0.86683787          0.86683787           1.8943303
2.15                  40          -1.6071857            5.453689          0.83330287          0.83330287           3.5909939
2.2                  40          -1.5513905           6.8466484          0.78789062          0.78789062           10.786358
2.25                  40          -1.4710295           8.6898362            0.091724           0.7080555           25.391555
2.3                  40           -1.386906           9.1847895         -0.60822025          0.60822025           25.975348
2.35                  40          -1.2859618           9.6642231        -0.025429125          0.37911812           77.922914
2.4                  40          -1.1994003           5.9740795            0.010897           0.2307405           34.241417
2.45                  40           -1.152449           6.2133938        -0.008449125          0.19592487           30.045955
2.5                  40          -1.1103265           5.6555294         -0.00977825          0.17597225           24.319279
2.55                  40          -1.0651928           4.9243736        -0.026570625          0.13434637           15.624518
2.6                  40          -1.0251292           4.8628343         -0.01263075          0.11262075            11.48889
2                  60          -1.7448819           2.9119098          0.91094017          0.91094017          0.75866247
2.05                  60          -1.7070403           3.4487973          0.89252244          0.89252244           1.3006313
2.1                  60           -1.659625             4.40692          0.86619428          0.86619428            2.204079
2.15                  60          -1.6119313           5.1880563          0.83899072          0.83899072            3.037413
2.2                  60          -1.5462167           6.2005092            0.785895            0.785895           7.6665496
2.25                  60          -1.4548803           10.596459           0.6605705           0.6605705           47.340094
2.3                  60          -1.3752128           10.009835          0.56280678          0.56280678           40.538415
2.35                  60          -1.2855734           8.9173237           0.0282415          0.34921817           111.77501
2.4                  60          -1.2052254           6.4904161        -0.032600833          0.16584494           47.672884
2.45                  60          -1.1527182           6.5905357         0.022653222            0.121637           29.086925
2.5                  60          -1.1089512           5.6296522       -0.0029768333          0.11483994           27.186658
2.55                  60          -1.0658086           4.9453265           0.0130205         0.089893833           15.264003
2.6                  60          -1.0271291           4.6346159        -0.011002333            0.080918           11.813785
2                  80          -1.7461771           2.7580992          0.91153712          0.91153712            0.760208
2.05                  80          -1.7051759           3.5063515          0.89150078          0.89150078           1.3038156
2.1                  80          -1.6629134           4.0056294          0.87022325          0.87022325           1.6287074
2.15                  80          -1.6126898           5.0709592          0.83980013          0.83980013           2.6333237
2.2                  80          -1.5491305           7.2865014          0.78151059          0.78151059           21.047122
2.25                  80          -1.4700177           8.9704007          0.70788566          0.70788566           22.208908
2.3                  80          -1.3432254           8.5983115          0.31721512          0.33444769           200.58045
2.35                  80          -1.2643039           6.7906746       -0.0028349063          0.19184103           82.282039
2.4                  80          -1.2033573           6.5365258         0.076988562            0.145474           54.017627
2.45                  80          -1.1518966           5.6372625        0.0093106563         0.083814031           24.312909
2.5                  80          -1.1065158           5.3383065         -0.02595025         0.079759938           22.330199
2.55                  80          -1.0676281           5.0990523       -0.0036936562         0.071618531           17.137992
2.6                  80          -1.0285071             4.66224        -0.014991312         0.062870125           14.281853
2                 100          -1.7460552            2.780558          0.91174114          0.91174114          0.71408052
2.05                 100          -1.7072423           3.5144972          0.89322976          0.89322976           1.2427875
2.1                 100          -1.6630613           4.2706277          0.86954962          0.86954962           2.0534914
2.15                 100          -1.6100395           5.1112737          0.83643732          0.83643732           3.4690512
2.2                 100          -1.5432054           5.9967322            0.778354            0.778354           9.1895088
2.25                 100          -1.4601049           10.351728           0.6758299           0.6758299            55.26728
2.3                 100          -1.3509536           10.235664          0.32241358           0.3481021           264.40346
2.35                 100          -1.2684426           6.5844449         -0.00345496           0.1427716           100.97573
2.4                 100          -1.2029876           6.3666218          0.00969392          0.07353416           23.929193
2.45                 100          -1.1519918           5.9446814           0.0148203          0.07269574           26.526502
2.5                 100          -1.1063105           5.5635695         -0.01420082          0.05510106           16.992126
2.55                 100          -1.0649896           5.1292319         -0.00623242          0.04990898           14.644813
2.6                 100          -1.0276564           4.8178822           0.0013759          0.04773614           11.877767
