2.6                  80          -1.0286675           4.7699845       0.00046632813         0.059214959           12.717694
2                 100          -1.7439954           5.0819817          0.90296344          0.90296773           47.717034
2.025                 100           -1.723425           7.0291396          0.87559286          0.87765372           177.71629
2.05                 100          -1.7047873           5.9138339          0.88176754          0.88178662           53.062434
2.075                 100          -1.6829586           6.4882813         -0.86568065          0.86568065           89.608912
2.1                 100           -1.661022           6.2563157         -0.85977299          0.85977299           58.314559
2.125                 100          -1.6355778           7.1720621         -0.84429432          0.84429432           50.707174
2.15                 100          -1.6091071           6.9916003         -0.83048527          0.83048527           31.403374
2.175                 100          -1.5752008           9.9726854          0.76358161          0.76586055           328.15799
2.2                 100          -1.5431056           10.250949         -0.75259278          0.75259278           193.88237
2.225                 100          -1.5074498           9.4574424         -0.73377822           0.7337995           75.848518
2.25                 100          -1.4661472           10.468752          0.68665783          0.68669452           70.873654
2.275                 100          -1.4044219           13.212475          0.18026492          0.51763721           278.37708
2.3                 100          -1.3461648            11.20294         -0.10735705          0.32570501           288.30917
2.325                 100          -1.3012796           8.7631097          0.08231336          0.20375835           197.60078
2.35                 100          -1.2654017           7.7414707        -0.016189364          0.14505984           114.02918
2.375                 100          -1.2340489           6.8928057        -0.036113366          0.11487935            73.72587
2.4                 100          -1.2043463           6.4787042         0.002421926          0.09897407           52.043953
2.425                 100           -1.176693           6.3266698        -0.002318474         0.082844842           37.823928
2.45                 100          -1.1523028           5.8392151         0.005524412          0.07594926           32.636973
2.475                 100          -1.1283757           5.6411797        -0.001903572         0.068708396           27.529434
2.5                 100          -1.1059336           5.4249499        -0.001373078         0.062733394           21.510551
2.525                 100          -1.0850778           5.2059896         0.004337266         0.058710046           19.466205
2.55                 100          -1.0652763           5.0666389        -0.001681674         0.054786914           16.615914
2.575                 100          -1.0465312           4.9963265        -0.000382142         0.050226122           14.552445
2.6                 100          -1.0283703            4.868364         0.003203752         0.048097972           12.380255
